candidate_id,left_record_key,right_record_key,review_decision,review_notes,reviewed_at,application_status
MC-4A7A0A5B359DD1,cla:AO.089.46,codf:AO.089.45,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (AO.089.46 vs AO.089.45).,2026-08-19T08:11:59.703611+00:00,applied
MC-4B6039A8C59CA3,cgef:ET.097,cla:ET.090,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (ET.097 vs ET.090).,2026-08-26T07:30:45.138739+00:00,applied
MC-4BD242A9D7C9FF,aiddata:695,cofi:SDN2021005:debt,same_project,BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [merowe] and matching sector energy identify the same underlying asset.,2026-08-26T07:30:45.138739+00:00,applied
MC-4BF54BB91051EC,cgef:AO.089.47,codf:AO.089.49,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (AO.089.47 vs AO.089.49).,2026-08-19T08:11:59.703611+00:00,applied
MC-4C17114917E0D5,cgp:ET.001.1,cla:ET.101,same_project,HUMAN_REVIEW imported from browser export; this decision takes precedence over automated rules.,2026-08-21T02:44:22.490Z,applied
MC-4C32B9BFE256B2,aiddata:96773,chapo:96797,different_project,"BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: explicit currencies/amounts differ ([('eur', 1000000000.0)] vs [('zar', 6000000000.0)]).",2026-08-20T09:31:06.061922+00:00,applied
MC-4C3632CFF7D8EF,cgp:ZW.001.1,codf:ZW.018,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-4CC1F8D3D7FCD9,cla:ET.023,codf:ET.023,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-4CC6676DEA7D42,cla:KE.041,codf:KE.030,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (KE.041 vs KE.030).,2026-08-26T07:30:45.138739+00:00,applied
MC-4CF9FDCC53AFEF,cla:ET.090,codf:ET.098,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (ET.090 vs ET.098).,2026-08-26T07:30:45.138739+00:00,applied
MC-4D0154A238BBE0,aiddata:73630,cla:AO.089.21,same_project,ASSISTANT_REVIEW exact_named_component: EN100 Cabo Ledo-Lobito and Rio Longa-Rio Keve Lot 2 coincide.,2026-08-20T08:30:00+00:00,applied
MC-4D3A25784D9340,aiddata:52337,cla:RW.024,same_project,HUMAN_REVIEW imported from browser export; this decision takes precedence over automated rules.,2026-08-20T07:59:41.877Z,applied
MC-4DF261CBC05A32,cla:AO.089.25,codf:AO.089.09,different_project,"AUTO_REVIEW conflicting_project_component_identifier: Distinct lot, loan, phase, unit, package, section or stage identifiers indicate separately recorded project components.",2026-08-12T00:00:00+08:00,applied
MC-4DF76D9E6EE1EC,aiddata:34787,cgef:AO.003.21,different_project,"AUTO_REVIEW conflicting_project_component_identifier: Distinct lot, loan, phase, unit, package, section or stage identifiers indicate separately recorded project components.",2026-08-12T00:00:00+08:00,applied
MC-4E9C6A0E4C1E52,cgp:CM.003.2,codf:CM.018,different_project,BATCH_REVIEW conflicting_financing_instruments: Fund types conflict (equity vs loan).,2026-08-26T07:30:45.138739+00:00,applied
MC-4EC87380BCA7C2,cgef:AO.009.09,cla:AO.009.09,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-4EDFBA294E62D9,aiddata:67112,cla:AO.145,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-4EF1135A5A76BA,aiddata:73658,cla:AO.089.32,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: The financing boilerplate reduces to the same distinctive project name [breakwater, cabinda, port] with matching component qualifiers.",2026-08-26T07:30:45.138739+00:00,applied
MC-4EF8418C48EED9,cla:CD.006.09,codf:CD.006.10,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (CD.006.09 vs CD.006.10).,2026-08-26T07:30:45.138739+00:00,applied
MC-4F4F8385367AB6,aiddata:47102,cgef:AO.080,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-4F855613DE20E5,aiddata:30346,cla:DJ.003,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [goubet, port, salt] and shared asset family port identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-4F88599B703BF6,cgef:AO.089.45,cla:AO.089.44,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (AO.089.45 vs AO.089.44).,2026-08-19T08:11:59.703611+00:00,applied
MC-4F947B7399DBC0,aiddata:67510,chapo:68294,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: months differ (['september'] vs ['october']).,2026-08-20T09:31:06.061922+00:00,applied
MC-4FD8AEBF6205D9,aiddata:93698,chapo:93697,different_project,"BATCH_REVIEW separate_after_full_evidence_check: No shared source identifier, compatible named-asset anchor, matching original commitment, technical specification, or explicit cross-source link supports consolidation; the records remain separate.",2026-08-26T07:30:45.138739+00:00,applied
MC-4FE1B5C21F6E5C,cla:CG.009.21,codf:CG.009.19,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (CG.009.21 vs CG.009.19).,2026-08-19T08:11:59.703611+00:00,applied
MC-4FEC986142C334,aiddata:58368,cgef:KE.102,different_project,"AUTO_REVIEW conflicting_project_component_identifier: Distinct lot, loan, phase, unit, package, section or stage identifiers indicate separately recorded project components.",2026-08-12T00:00:00+08:00,applied
MC-4FED6005B043CE,cgp:ZW.001.2,codf:ZW.018,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-4FFCE00F8480AB,cgp:UG.001.2,codf:UG.009,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [falls, hydropower, isimba] and shared asset family hydropower identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-50087BBD25E263,cla:CG.050,codf:CG.024,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (CG.050 vs CG.024).,2026-08-26T07:30:45.138739+00:00,applied
MC-501AAB9E82E974,aiddata:96776,chapo:96774,different_project,"BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: explicit currencies/amounts differ ([('eur', 500000000.0)] vs [('eur', 37000000.0), ('eur', 1000000000.0)]).",2026-08-26T07:30:45.138739+00:00,applied
MC-508F12C6301A94,aiddata:89462,cla:EG.052,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [liquidity, support] and matching sector transport identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-50C08A63AB0951,cla:MA.005,cofi:MAR2021004:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-51689EDFCC6C21,aiddata:96799,chapo:96798,different_project,"BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: explicit currencies/amounts differ ([('zar', 2000000000.0)] vs [('zar', 6000000000.0)]).",2026-08-20T09:31:06.061922+00:00,applied
MC-5170E1E32AE8D2,aiddata:89476,cla:GH.067.12,same_project,"BATCH_REVIEW matching_original_usd_commitment: The AidData title states the same original USD commitment as the finance-catalog record, with compatible project title and financing type.",2026-08-20T09:31:06.061922+00:00,applied
MC-51E3929E1782A3,aiddata:96799,chapo:96795,different_project,HUMAN_REVIEW imported from browser export; this decision takes precedence over automated rules.,2026-08-20T08:04:39.508Z,applied
MC-51EE086575EBF7,cgef:CG.009.11,cgp:CG.001.2,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [hydropower, liouesso] and shared asset family hydropower identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-520C5CB7B91C94,cgef:ET.075,codf:ET.075,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-522969035FF2DF,aiddata:96799,chapo:96797,different_project,"BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: explicit currencies/amounts differ ([('zar', 2000000000.0)] vs [('zar', 6000000000.0)]).",2026-08-20T09:31:06.061922+00:00,applied
MC-52A428F8F2E6DC,aiddata:73400,cla:NG.053,same_project,HUMAN_REVIEW imported from browser export; this decision takes precedence over automated rules.,2026-08-20T02:39:22.058Z,applied
MC-53187308E4B9DC,aiddata:58368,cla:KE.102,different_project,"AUTO_REVIEW conflicting_project_component_identifier: Distinct lot, loan, phase, unit, package, section or stage identifiers indicate separately recorded project components.",2026-08-12T00:00:00+08:00,applied
MC-5326962E8B12CC,cgp:UG.002.5,codf:UG.008,different_project,BATCH_REVIEW reviewed_difference_final_entity_guard: The proposed link would collapse records across an established different-project boundary.,2026-08-26T07:30:45.138739+00:00,applied
MC-532973456E5973,aiddata:61257,cla:ZW.009,different_project,"AUTO_REVIEW conflicting_project_component_identifier: Distinct lot, loan, phase, unit, package, section or stage identifiers indicate separately recorded project components.",2026-08-12T00:00:00+08:00,applied
MC-535011C0921E97,aiddata:30709,cofi:GHA2021002:debt,different_project,"BATCH_REVIEW separate_after_full_evidence_check: No shared source identifier, compatible named-asset anchor, matching original commitment, technical specification, or explicit cross-source link supports consolidation; the records remain separate.",2026-08-26T07:30:45.138739+00:00,applied
MC-535B4BC1836105,aiddata:85285,cla:CD.006.53,different_project,"AUTO_REVIEW conflicting_project_component_identifier: Distinct lot, loan, phase, unit, package, section or stage identifiers indicate separately recorded project components.",2026-08-12T00:00:00+08:00,applied
MC-535D376817E6BF,aiddata:95493,chapo:95613,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: months differ (['march'] vs ['november']).,2026-08-20T09:31:06.061922+00:00,applied
MC-535D78A975FF6D,aiddata:94367,chapo:93509,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: months differ (['september'] vs ['august']).,2026-08-26T07:30:45.138739+00:00,applied
MC-53D5659B9B3C4B,cgp:CI.002.3,codf:CI.041,same_project,"BATCH_REVIEW same_established_entity: Both records already resolve to PM-7D8A61EF42E849 through a direct, automatic, or reviewed link.",2026-08-19T08:11:59.703611+00:00,applied
MC-54036FC0C8A00D,aiddata:94240,chapo:96278,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: months differ (['february'] vs ['march']).,2026-08-20T09:31:06.061922+00:00,applied
MC-541025BD671031,aiddata:96796,chapo:96799,different_project,"BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: explicit currencies/amounts differ ([('eur', 1150000000.0)] vs [('zar', 2000000000.0)]).",2026-08-20T09:31:06.061922+00:00,applied
MC-5420C631B519B9,aiddata:14359,chapo:14612,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: batch: ['1'] vs ['2'].,2026-08-26T07:30:45.138739+00:00,applied
MC-5433014DC561E3,aiddata:92707,chapo:92767,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: months differ (['may'] vs ['april']).,2026-08-20T09:31:06.061922+00:00,applied
MC-543988D9D3C565,aiddata:47103,codf:AO.081,same_project,"BATCH_REVIEW matching_original_usd_commitment: The AidData title states the same original USD commitment as the finance-catalog record, with compatible project title and financing type.",2026-08-26T07:30:45.138739+00:00,applied
MC-549E5C2570AC03,cla:GQ.004.10,codf:GQ.004.07,different_project,HUMAN_REVIEW imported from browser export; this decision takes precedence over automated rules.,2026-08-19T07:26:55.999Z,applied
MC-549E7442246D5D,cgef:AO.089.44,codf:AO.089.45,different_project,HUMAN_REVIEW imported from browser export; this decision takes precedence over automated rules.,2026-08-19T06:57:58.303Z,applied
MC-54C4EF54CE252A,aiddata:93284,chapo:93283,different_project,"BATCH_REVIEW separate_after_full_evidence_check: No shared source identifier, compatible named-asset anchor, matching original commitment, technical specification, or explicit cross-source link supports consolidation; the records remain separate.",2026-08-26T07:30:45.138739+00:00,applied
MC-54E745924500F5,cla:GA.004,codf:GA.004,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-551289B9AD66A9,aiddata:94316,chapo:92878,same_project,"BATCH_REVIEW explicit_linked_grant_with_consistent_amount: The AidData title explicitly links record 92878, and the grant amounts are consistent after price-basis adjustment (ratio 0.924).",2026-08-20T09:31:06.061922+00:00,applied
MC-5531F04159C191,aiddata:73630,codf:AO.089.21,same_project,ASSISTANT_REVIEW exact_named_component: EN100 Cabo Ledo-Lobito and Rio Longa-Rio Keve Lot 2 coincide.,2026-08-20T08:30:00+00:00,applied
MC-55C33002E34A13,cgef:NG.010,codf:NG.010,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-55DD8896225D86,aiddata:59428,cla:ET.075,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: The financing boilerplate reduces to the same distinctive project name [ababa, addis, network, power] with matching component qualifiers.",2026-08-26T07:30:45.138739+00:00,applied
MC-560FED3F1557B7,aiddata:59214,cla:CD.006.29,different_project,"AUTO_REVIEW conflicting_project_component_identifier: Distinct lot, loan, phase, unit, package, section or stage identifiers indicate separately recorded project components.",2026-08-12T00:00:00+08:00,applied
MC-561B38FD438AA4,cgef:CD.011,cla:CD.011,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-565B1FEA7CD1FA,cgp:CG.001.3,codf:CG.009.04,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: The financing boilerplate reduces to the same distinctive project name [hydropower, liouesso] with matching component qualifiers.",2026-08-26T07:30:45.138739+00:00,applied
MC-56B4ADD6100995,aiddata:92705,codf:RW.027,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-57027D42C9D4CE,cgef:ZM.023,codf:ZM.023,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-572B648B43FCE2,aiddata:59809,cgp:CI.002.1,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-574D94977CC24F,cgef:CG.009.11,codf:CG.009.11,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-57511573C7B0A3,cla:BJ.014,codf:BJ.010,different_project,"AUTO_REVIEW conflicting_project_component_identifier: Distinct lot, loan, phase, unit, package, section or stage identifiers indicate separately recorded project components.",2026-08-12T00:00:00+08:00,applied
MC-576460100D5DCE,cgef:UG.039,cgp:UG.002.5,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-5790C476C53CF9,cgp:CI.002.2,cofi:CIV2021001:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-57AE81944B2400,cgp:NG.005.3,codf:NG.010,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [hydropower, zungeru] and shared asset family hydropower identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-57B6CD657259AD,aiddata:52287,codf:MG.010,same_project,"BATCH_REVIEW matching_original_usd_commitment: The AidData title states the same original USD commitment as the finance-catalog record, with compatible project title and financing type.",2026-08-20T09:31:06.061922+00:00,applied
MC-57C737E261BD0F,cgef:CD.011,cgp:CD.001,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [busanga, hydropower] and shared asset family hydropower identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-57C9402231312D,cgef:UG.008,cgp:UG.002.5,different_project,BATCH_REVIEW reviewed_difference_final_entity_guard: The proposed link would collapse records across an established different-project boundary.,2026-08-26T07:30:45.138739+00:00,applied
MC-57E8BF7E725A76,aiddata:96773,chapo:96798,different_project,"BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: explicit currencies/amounts differ ([('eur', 1000000000.0)] vs [('zar', 6000000000.0)]).",2026-08-20T09:31:06.061922+00:00,applied
MC-57FA861D8DC9CB,cgef:ET.096,cla:ET.097,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (ET.096 vs ET.097).,2026-08-26T07:30:45.138739+00:00,applied
MC-5822984748ABA2,aiddata:30371,cofi:NGA2021007:debt,same_project,"BATCH_REVIEW matching_original_usd_commitment: The AidData title states the same original USD commitment as the finance-catalog record, with compatible project title and financing type.",2026-08-26T07:30:45.138739+00:00,applied
MC-5854130B04CA6D,cla:CG.009.13,codf:CG.009.18,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (CG.009.13 vs CG.009.18).,2026-08-26T07:30:45.138739+00:00,applied
MC-5887FF56707BD1,cla:GQ.004.11,codf:GQ.004.07,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (GQ.004.11 vs GQ.004.07).,2026-08-19T08:11:59.703611+00:00,applied
MC-58B98B7B478FF8,aiddata:58576,chapo:21273,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: months differ (['december'] vs ['june']).,2026-08-26T07:30:45.138739+00:00,applied
MC-58C16847233A6C,cla:ET.057,codf:ET.057,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-58EB9E3958A21C,cgef:AO.005.03,codf:AO.003.48,different_project,"AUTO_REVIEW conflicting_project_component_identifier: Distinct lot, loan, phase, unit, package, section or stage identifiers indicate separately recorded project components.",2026-08-12T00:00:00+08:00,applied
MC-5912C78A82959F,aiddata:97827,chapo:97824,different_project,"BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: explicit currencies/amounts differ ([('usd', 34789.0)] vs [('usd', 52790.0)]).",2026-08-20T09:31:06.061922+00:00,applied
MC-592F6B2E3B9F6C,aiddata:16392,codf:KE.021,same_project,ASSISTANT_REVIEW exact_named_project: Kenya power-distribution modernization project coincides.,2026-08-20T08:30:00+00:00,applied
MC-597120855EA085,aiddata:93408,chapo:93409,same_project,HUMAN_REVIEW imported from browser export; this decision takes precedence over automated rules.,2026-08-21T02:15:59.804Z,applied
MC-59BDD55B88367D,cla:NG.010,cofi:NGA2021007:debt,same_project,BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [zungeru] and matching sector energy identify the same underlying asset.,2026-08-26T07:30:45.138739+00:00,applied
MC-5A566B4F7FEE68,cgp:GA.001.3,cofi:GAB2021001:debt,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [grand, poubara] and matching sector energy identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-5A6AFD53E37842,cgef:ZA.005,cofi:ZAF2021006:debt,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-5A8C20986CEFE3,cla:SN.006,codf:SN.006,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-5A955112722048,aiddata:93620,chapo:93697,different_project,"BATCH_REVIEW separate_after_full_evidence_check: No shared source identifier, compatible named-asset anchor, matching original commitment, technical specification, or explicit cross-source link supports consolidation; the records remain separate.",2026-08-26T07:30:45.138739+00:00,applied
MC-5AA9EF541989ED,aiddata:57218,codf:ZM.080,same_project,"BATCH_REVIEW matching_original_usd_commitment: The AidData title states the same original USD commitment as the finance-catalog record, with compatible project title and financing type.",2026-08-26T07:30:45.138739+00:00,applied
MC-5AB4DB4828EC8B,cla:ET.035,codf:ET.035,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-5AC343F5724B70,aiddata:96795,chapo:96801,different_project,"BATCH_REVIEW separate_after_full_evidence_check: No shared source identifier, compatible named-asset anchor, matching original commitment, technical specification, or explicit cross-source link supports consolidation; the records remain separate.",2026-08-26T07:30:45.138739+00:00,applied
MC-5B09056B632A29,cgef:UG.039,cgp:UG.002.6,different_project,BATCH_REVIEW reviewed_difference_final_entity_guard: The proposed link would collapse records across an established different-project boundary.,2026-08-26T07:30:45.138739+00:00,applied
MC-5B0C41AF1780D6,cla:NG.004,cofi:NGA2021006:debt,same_project,BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [omotosho] and matching sector energy identify the same underlying asset.,2026-08-26T07:30:45.138739+00:00,applied
MC-5B143DD82A67A3,cgef:SN.006,cla:SN.006,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-5B640489DBB371,aiddata:1007,cofi:SDN2021001:debt,same_project,"BATCH_REVIEW matching_original_usd_commitment: The AidData title states the same original USD commitment as the finance-catalog record, with compatible project title and financing type.",2026-08-26T07:30:45.138739+00:00,applied
MC-5B986530611F82,cgp:GH.F.001.5,cofi:GHA2021004:equity,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: The financing boilerplate reduces to the same distinctive project name [asogli, kpone] with matching component qualifiers.",2026-08-26T07:30:45.138739+00:00,applied
MC-5BB2D88AD10AFA,cgp:UG.002.6,cla:UG.039,different_project,BATCH_REVIEW reviewed_difference_final_entity_guard: The proposed link would collapse records across an established different-project boundary.,2026-08-26T07:30:45.138739+00:00,applied
MC-5C0047D60A529C,cgp:CI.001.3,cofi:CIV2021002:equity,different_project,BATCH_REVIEW conflicting_financing_instruments: Fund types conflict (loan vs equity).,2026-08-26T07:30:45.138739+00:00,applied
MC-5C214EBCDAF29D,aiddata:12324,chapo:66579,different_project,BATCH_REVIEW conflicting_canonical_event_details: The fuller source descriptions identify different events: batch: ['1'] vs ['2'].,2026-08-20T09:31:06.061922+00:00,applied
MC-5C245AFD83B72B,cla:MZ.011,codf:MZ.076,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (MZ.011 vs MZ.076).,2026-08-26T07:30:45.138739+00:00,applied
MC-5C441A08EDA7A0,cgef:AO.089.44,cla:AO.089.47,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (AO.089.44 vs AO.089.47).,2026-08-19T08:11:59.703611+00:00,applied
MC-5C48F38F9A1B50,cla:CD.006.53,codf:CD.006.54,different_project,"AUTO_REVIEW conflicting_project_component_identifier: Distinct lot, loan, phase, unit, package, section or stage identifiers indicate separately recorded project components.",2026-08-12T00:00:00+08:00,applied
MC-5C529F6F2BE1F4,cgef:ZW.086,cla:ZW.086,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-5C6BF0AC02A63B,aiddata:64659,chapo:36343,different_project,BATCH_REVIEW conflicting_component_ordinal: Titles identify different components: batch: ['4'] vs ['1'].,2026-08-19T08:11:59.703611+00:00,applied
MC-5D0FE4DAE8D8CE,cla:KE.007,codf:KE.007,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-5D7F06789B6F4B,aiddata:1380,cgp:ET.002.1,different_project,BATCH_REVIEW conflicting_financing_instruments: Fund types conflict (loan vs equity).,2026-08-26T07:30:45.138739+00:00,applied
MC-5D968D69FC017D,cgef:ET.097,codf:ET.096,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (ET.097 vs ET.096).,2026-08-26T07:30:45.138739+00:00,applied
MC-5D9C0A2568C54D,cla:AO.009.21,codf:AO.009.07,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (AO.009.21 vs AO.009.07).,2026-08-19T08:11:59.703611+00:00,applied
MC-5E02DBBB25F444,cgp:BF.001,codf:BF.008,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-5E1CD46D668F74,aiddata:73904,codf:AO.089.36,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: The financing boilerplate reduces to the same distinctive project name [city, land, river, soyo, terminal] with matching component qualifiers.",2026-08-26T07:30:45.138739+00:00,applied
MC-5E1D3CF50D4039,cla:AO.089.38,codf:AO.089.24,different_project,BATCH_REVIEW distinct_related_catalog_identifiers: Related finance catalogs use distinct project identifiers (AO.089.38 vs AO.089.24).,2026-08-19T08:11:59.703611+00:00,applied
MC-5E3D5D1129409D,cgef:CM.018,codf:CM.018,different_project,BATCH_REVIEW reviewed_difference_final_entity_guard: The proposed link would collapse records across an established different-project boundary.,2026-08-26T07:30:45.138739+00:00,applied
MC-5E545294CBBDF1,aiddata:73463,codf:AO.089.88,same_project,"BATCH_REVIEW matching_original_usd_commitment: The AidData title states the same original USD commitment as the finance-catalog record, with compatible project title and financing type.",2026-08-26T07:30:45.138739+00:00,applied
MC-5E6FFAC68CE219,cgp:ZA.001.2,codf:ZA.005,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [coal, medupi] and shared asset family thermal_power identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
MC-5EAF64E1A3EBC4,cgef:AO.089.49,cla:AO.089.49,same_project,BATCH_REVIEW reviewed_same_equivalence_closure: The pair is connected by a reviewed same-project decision and equivalent source identifiers.,2026-08-26T07:30:45.138739+00:00,applied
MC-5F2AD0E1CE5DA6,cgp:ET.004,codf:ET.057,same_project,"BATCH_REVIEW distinctive_named_asset_with_compatible_context: Distinctive name anchor(s) [aysha, farm, wind] and shared asset family agriculture, renewable_power identify the same underlying asset.",2026-08-26T07:30:45.138739+00:00,applied
